benchmark_idx,corpus,corpus_type,label,human,llm,human_raw,llm_raw,in_scope
35,migration,migration,conflict_present,yes,yes,yes,yes,True
35,migration,migration,human_interest_present,no,yes,no,yes,True
35,migration,migration,economic_present,no,no,no,no,True
35,migration,migration,deservingness_present,yes,yes,yes,yes,True
35,migration,migration,responsibility_present,yes,yes,yes,yes,True
35,migration,migration,securitization_present,no,yes,no,yes,True
35,migration,migration,othering_present,yes,yes,yes,yes,True
35,migration,migration,agency_present,yes,yes,yes,yes,True
35,migration,migration,humanitarian_present,yes,yes,yes,yes,True
35,migration,migration,security_present,yes,yes,yes,yes,True
35,migration,migration,policy_present,no,no,no,no,True
35,migration,migration,scientific_present,,,,,False
35,migration,migration,crisis_present,,,,,False
35,migration,migration,solutions_present,,,,,False
35,migration,migration,victim_present,,,,,False
35,migration,migration,skepticism_present,,,,,False
36,migration,migration,conflict_present,yes,yes,yes,yes,True
36,migration,migration,human_interest_present,no,no,no,no,True
36,migration,migration,economic_present,no,no,no,no,True
36,migration,migration,deservingness_present,yes,yes,yes,yes,True
36,migration,migration,responsibility_present,yes,yes,yes,yes,True
36,migration,migration,securitization_present,no,no,no,no,True
36,migration,migration,othering_present,yes,yes,yes,yes,True
36,migration,migration,agency_present,yes,yes,yes,yes,True
36,migration,migration,humanitarian_present,no,no,no,no,True
36,migration,migration,security_present,yes,yes,yes,yes,True
36,migration,migration,policy_present,no,yes,no,yes,True
36,migration,migration,scientific_present,,,,,False
36,migration,migration,crisis_present,,,,,False
36,migration,migration,solutions_present,,,,,False
36,migration,migration,victim_present,,,,,False
36,migration,migration,skepticism_present,,,,,False
37,migration,migration,conflict_present,yes,yes,yes,yes,True
37,migration,migration,human_interest_present,no,no,no,no,True
37,migration,migration,economic_present,no,no,no,no,True
37,migration,migration,deservingness_present,no,no,no,no,True
37,migration,migration,responsibility_present,yes,yes,yes,yes,True
37,migration,migration,securitization_present,no,no,no,no,True
37,migration,migration,othering_present,no,no,no,no,True
37,migration,migration,agency_present,yes,yes,yes,yes,True
37,migration,migration,humanitarian_present,no,no,no,no,True
37,migration,migration,security_present,no,yes,no,yes,True
37,migration,migration,policy_present,yes,yes,yes,yes,True
37,migration,migration,scientific_present,,,,,False
37,migration,migration,crisis_present,,,,,False
37,migration,migration,solutions_present,,,,,False
37,migration,migration,victim_present,,,,,False
37,migration,migration,skepticism_present,,,,,False
38,migration,migration,conflict_present,yes,yes,yes,yes,True
38,migration,migration,human_interest_present,no,yes,no,yes,True
38,migration,migration,economic_present,yes,yes,yes,yes,True
38,migration,migration,deservingness_present,yes,no,yes,no,True
38,migration,migration,responsibility_present,yes,yes,yes,yes,True
38,migration,migration,securitization_present,yes,yes,yes,yes,True
38,migration,migration,othering_present,yes,yes,yes,yes,True
38,migration,migration,agency_present,yes,yes,yes,yes,True
38,migration,migration,humanitarian_present,yes,yes,yes,yes,True
38,migration,migration,security_present,yes,yes,yes,yes,True
38,migration,migration,policy_present,yes,yes,yes,yes,True
38,migration,migration,scientific_present,,,,,False
38,migration,migration,crisis_present,,,,,False
38,migration,migration,solutions_present,,,,,False
38,migration,migration,victim_present,,,,,False
38,migration,migration,skepticism_present,,,,,False
39,migration,migration,conflict_present,no,no,no,no,True
39,migration,migration,human_interest_present,yes,yes,yes,yes,True
39,migration,migration,economic_present,no,no,no,no,True
39,migration,migration,deservingness_present,yes,yes,yes,yes,True
39,migration,migration,responsibility_present,no,no,no,no,True
39,migration,migration,securitization_present,no,no,no,no,True
39,migration,migration,othering_present,no,yes,no,yes,True
39,migration,migration,agency_present,yes,yes,yes,yes,True
39,migration,migration,humanitarian_present,yes,yes,yes,yes,True
39,migration,migration,security_present,no,no,no,no,True
39,migration,migration,policy_present,no,no,no,no,True
39,migration,migration,scientific_present,,,,,False
39,migration,migration,crisis_present,,,,,False
39,migration,migration,solutions_present,,,,,False
39,migration,migration,victim_present,,,,,False
39,migration,migration,skepticism_present,,,,,False
40,migration,migration,conflict_present,no,no,no,no,True
40,migration,migration,human_interest_present,yes,yes,yes,yes,True
40,migration,migration,economic_present,no,no,no,no,True
40,migration,migration,deservingness_present,no,no,no,no,True
40,migration,migration,responsibility_present,yes,yes,yes,yes,True
40,migration,migration,securitization_present,no,no,no,no,True
40,migration,migration,othering_present,no,yes,no,yes,True
40,migration,migration,agency_present,yes,yes,yes,yes,True
40,migration,migration,humanitarian_present,yes,yes,yes,yes,True
40,migration,migration,security_present,no,no,no,no,True
40,migration,migration,policy_present,yes,yes,yes,yes,True
40,migration,migration,scientific_present,,,,,False
40,migration,migration,crisis_present,,,,,False
40,migration,migration,solutions_present,,,,,False
40,migration,migration,victim_present,,,,,False
40,migration,migration,skepticism_present,,,,,False
41,migration,migration,conflict_present,no,yes,no,yes,True
41,migration,migration,human_interest_present,yes,yes,yes,yes,True
41,migration,migration,economic_present,yes,yes,yes,yes,True
41,migration,migration,deservingness_present,no,no,no,no,True
41,migration,migration,responsibility_present,yes,yes,yes,yes,True
41,migration,migration,securitization_present,no,no,no,no,True
41,migration,migration,othering_present,no,yes,no,yes,True
41,migration,migration,agency_present,yes,yes,yes,yes,True
41,migration,migration,humanitarian_present,no,yes,no,yes,True
41,migration,migration,security_present,no,no,no,no,True
41,migration,migration,policy_present,yes,yes,yes,yes,True
41,migration,migration,scientific_present,,,,,False
41,migration,migration,crisis_present,,,,,False
41,migration,migration,solutions_present,,,,,False
41,migration,migration,victim_present,,,,,False
41,migration,migration,skepticism_present,,,,,False
42,migration,migration,conflict_present,no,yes,no,yes,True
42,migration,migration,human_interest_present,no,no,no,no,True
42,migration,migration,economic_present,yes,yes,yes,yes,True
42,migration,migration,deservingness_present,no,no,no,no,True
42,migration,migration,responsibility_present,no,yes,no,yes,True
42,migration,migration,securitization_present,no,no,no,no,True
42,migration,migration,othering_present,no,yes,no,yes,True
42,migration,migration,agency_present,yes,yes,yes,yes,True
42,migration,migration,humanitarian_present,no,no,no,no,True
42,migration,migration,security_present,no,no,no,no,True
42,migration,migration,policy_present,yes,yes,yes,yes,True
42,migration,migration,scientific_present,,,,,False
42,migration,migration,crisis_present,,,,,False
42,migration,migration,solutions_present,,,,,False
42,migration,migration,victim_present,,,,,False
42,migration,migration,skepticism_present,,,,,False
43,migration,migration,conflict_present,no,no,no,no,True
43,migration,migration,human_interest_present,no,yes,no,yes,True
43,migration,migration,economic_present,no,no,no,no,True
43,migration,migration,deservingness_present,no,yes,no,yes,True
43,migration,migration,responsibility_present,yes,yes,yes,yes,True
43,migration,migration,securitization_present,no,no,no,no,True
43,migration,migration,othering_present,no,yes,no,yes,True
43,migration,migration,agency_present,yes,yes,yes,yes,True
43,migration,migration,humanitarian_present,yes,yes,yes,yes,True
43,migration,migration,security_present,no,no,no,no,True
43,migration,migration,policy_present,yes,yes,yes,yes,True
43,migration,migration,scientific_present,,,,,False
43,migration,migration,crisis_present,,,,,False
43,migration,migration,solutions_present,,,,,False
43,migration,migration,victim_present,,,,,False
43,migration,migration,skepticism_present,,,,,False
44,migration,migration,conflict_present,yes,yes,yes,yes,True
44,migration,migration,human_interest_present,no,yes,no,yes,True
44,migration,migration,economic_present,yes,yes,yes,yes,True
44,migration,migration,deservingness_present,yes,no,yes,no,True
44,migration,migration,responsibility_present,yes,yes,yes,yes,True
44,migration,migration,securitization_present,no,no,no,no,True
44,migration,migration,othering_present,no,yes,no,yes,True
44,migration,migration,agency_present,yes,yes,yes,yes,True
44,migration,migration,humanitarian_present,yes,yes,yes,yes,True
44,migration,migration,security_present,no,no,no,no,True
44,migration,migration,policy_present,yes,yes,yes,yes,True
44,migration,migration,scientific_present,,,,,False
44,migration,migration,crisis_present,,,,,False
44,migration,migration,solutions_present,,,,,False
44,migration,migration,victim_present,,,,,False
44,migration,migration,skepticism_present,,,,,False
45,migration,migration,conflict_present,yes,yes,yes,yes,True
45,migration,migration,human_interest_present,yes,no,yes,no,True
45,migration,migration,economic_present,yes,yes,yes,yes,True
45,migration,migration,deservingness_present,no,no,no,no,True
45,migration,migration,responsibility_present,yes,yes,yes,yes,True
45,migration,migration,securitization_present,no,no,no,no,True
45,migration,migration,othering_present,no,yes,no,yes,True
45,migration,migration,agency_present,yes,yes,yes,yes,True
45,migration,migration,humanitarian_present,no,yes,no,yes,True
45,migration,migration,security_present,no,no,no,no,True
45,migration,migration,policy_present,yes,yes,yes,yes,True
45,migration,migration,scientific_present,,,,,False
45,migration,migration,crisis_present,,,,,False
45,migration,migration,solutions_present,,,,,False
45,migration,migration,victim_present,,,,,False
45,migration,migration,skepticism_present,,,,,False
46,migration,migration,conflict_present,no,no,no,no,True
46,migration,migration,human_interest_present,yes,yes,yes,yes,True
46,migration,migration,economic_present,no,no,no,no,True
46,migration,migration,deservingness_present,no,yes,no,yes,True
46,migration,migration,responsibility_present,no,no,no,no,True
46,migration,migration,securitization_present,no,no,no,no,True
46,migration,migration,othering_present,no,yes,no,yes,True
46,migration,migration,agency_present,yes,yes,yes,yes,True
46,migration,migration,humanitarian_present,yes,yes,yes,yes,True
46,migration,migration,security_present,no,no,no,no,True
46,migration,migration,policy_present,no,no,no,no,True
46,migration,migration,scientific_present,,,,,False
46,migration,migration,crisis_present,,,,,False
46,migration,migration,solutions_present,,,,,False
46,migration,migration,victim_present,,,,,False
46,migration,migration,skepticism_present,,,,,False
47,migration,migration,conflict_present,no,yes,no,yes,True
47,migration,migration,human_interest_present,no,no,no,no,True
47,migration,migration,economic_present,no,no,no,no,True
47,migration,migration,deservingness_present,no,no,no,no,True
47,migration,migration,responsibility_present,yes,yes,yes,yes,True
47,migration,migration,securitization_present,no,no,no,no,True
47,migration,migration,othering_present,yes,yes,yes,yes,True
47,migration,migration,agency_present,yes,yes,yes,yes,True
47,migration,migration,humanitarian_present,no,no,no,no,True
47,migration,migration,security_present,yes,yes,yes,yes,True
47,migration,migration,policy_present,yes,yes,yes,yes,True
47,migration,migration,scientific_present,,,,,False
47,migration,migration,crisis_present,,,,,False
47,migration,migration,solutions_present,,,,,False
47,migration,migration,victim_present,,,,,False
47,migration,migration,skepticism_present,,,,,False
48,migration,migration,conflict_present,yes,yes,yes,yes,True
48,migration,migration,human_interest_present,no,no,no,no,True
48,migration,migration,economic_present,no,no,no,no,True
48,migration,migration,deservingness_present,no,no,no,no,True
48,migration,migration,responsibility_present,yes,yes,yes,yes,True
48,migration,migration,securitization_present,no,no,no,no,True
48,migration,migration,othering_present,no,no,no,no,True
48,migration,migration,agency_present,yes,yes,yes,yes,True
48,migration,migration,humanitarian_present,no,no,no,no,True
48,migration,migration,security_present,no,no,no,no,True
48,migration,migration,policy_present,yes,yes,yes,yes,True
48,migration,migration,scientific_present,,,,,False
48,migration,migration,crisis_present,,,,,False
48,migration,migration,solutions_present,,,,,False
48,migration,migration,victim_present,,,,,False
48,migration,migration,skepticism_present,,,,,False
49,migration,migration,conflict_present,yes,yes,yes,yes,True
49,migration,migration,human_interest_present,no,no,no,no,True
49,migration,migration,economic_present,no,yes,no,yes,True
49,migration,migration,deservingness_present,no,no,no,no,True
49,migration,migration,responsibility_present,yes,yes,yes,yes,True
49,migration,migration,securitization_present,no,no,no,no,True
49,migration,migration,othering_present,no,yes,no,yes,True
49,migration,migration,agency_present,yes,yes,yes,yes,True
49,migration,migration,humanitarian_present,no,no,no,no,True
49,migration,migration,security_present,no,no,no,no,True
49,migration,migration,policy_present,yes,yes,yes,yes,True
49,migration,migration,scientific_present,,,,,False
49,migration,migration,crisis_present,,,,,False
49,migration,migration,solutions_present,,,,,False
49,migration,migration,victim_present,,,,,False
49,migration,migration,skepticism_present,,,,,False
50,migration,migration,conflict_present,no,yes,no,yes,True
50,migration,migration,human_interest_present,yes,yes,yes,yes,True
50,migration,migration,economic_present,no,no,no,no,True
50,migration,migration,deservingness_present,no,no,no,no,True
50,migration,migration,responsibility_present,yes,yes,yes,yes,True
50,migration,migration,securitization_present,no,no,no,no,True
50,migration,migration,othering_present,no,yes,no,yes,True
50,migration,migration,agency_present,yes,yes,yes,yes,True
50,migration,migration,humanitarian_present,yes,yes,yes,yes,True
50,migration,migration,security_present,no,no,no,no,True
50,migration,migration,policy_present,yes,yes,yes,yes,True
50,migration,migration,scientific_present,,,,,False
50,migration,migration,crisis_present,,,,,False
50,migration,migration,solutions_present,,,,,False
50,migration,migration,victim_present,,,,,False
50,migration,migration,skepticism_present,,,,,False
51,migration,migration,conflict_present,yes,yes,yes,yes,True
51,migration,migration,human_interest_present,no,no,no,no,True
51,migration,migration,economic_present,no,no,no,no,True
51,migration,migration,deservingness_present,yes,yes,yes,yes,True
51,migration,migration,responsibility_present,yes,yes,yes,yes,True
51,migration,migration,securitization_present,yes,yes,yes,yes,True
51,migration,migration,othering_present,no,no,no,no,True
51,migration,migration,agency_present,yes,yes,yes,yes,True
51,migration,migration,humanitarian_present,yes,yes,yes,yes,True
51,migration,migration,security_present,no,no,no,no,True
51,migration,migration,policy_present,yes,yes,yes,yes,True
51,migration,migration,scientific_present,,,,,False
51,migration,migration,crisis_present,,,,,False
51,migration,migration,solutions_present,,,,,False
51,migration,migration,victim_present,,,,,False
51,migration,migration,skepticism_present,,,,,False
51,migration,migration,conflict_present,yes,yes,yes,yes,True
51,migration,migration,human_interest_present,no,no,no,no,True
51,migration,migration,economic_present,no,no,no,no,True
51,migration,migration,deservingness_present,no,yes,no,yes,True
51,migration,migration,responsibility_present,yes,yes,yes,yes,True
51,migration,migration,securitization_present,no,yes,no,yes,True
51,migration,migration,othering_present,no,no,no,no,True
51,migration,migration,agency_present,yes,yes,yes,yes,True
51,migration,migration,humanitarian_present,no,yes,no,yes,True
51,migration,migration,security_present,no,no,no,no,True
51,migration,migration,policy_present,yes,yes,yes,yes,True
51,migration,migration,scientific_present,,,,,False
51,migration,migration,crisis_present,,,,,False
51,migration,migration,solutions_present,,,,,False
51,migration,migration,victim_present,,,,,False
51,migration,migration,skepticism_present,,,,,False
52,migration,migration,conflict_present,yes,yes,yes,yes,True
52,migration,migration,human_interest_present,no,no,no,no,True
52,migration,migration,economic_present,yes,no,yes,no,True
52,migration,migration,deservingness_present,no,no,no,no,True
52,migration,migration,responsibility_present,yes,yes,yes,yes,True
52,migration,migration,securitization_present,no,no,no,no,True
52,migration,migration,othering_present,no,yes,no,yes,True
52,migration,migration,agency_present,yes,yes,yes,yes,True
52,migration,migration,humanitarian_present,no,no,no,no,True
52,migration,migration,security_present,yes,yes,yes,yes,True
52,migration,migration,policy_present,yes,yes,yes,yes,True
52,migration,migration,scientific_present,,,,,False
52,migration,migration,crisis_present,,,,,False
52,migration,migration,solutions_present,,,,,False
52,migration,migration,victim_present,,,,,False
52,migration,migration,skepticism_present,,,,,False
53,migration,migration,conflict_present,no,yes,no,yes,True
53,migration,migration,human_interest_present,no,no,no,no,True
53,migration,migration,economic_present,yes,yes,yes,yes,True
53,migration,migration,deservingness_present,no,no,no,no,True
53,migration,migration,responsibility_present,no,yes,no,yes,True
53,migration,migration,securitization_present,no,yes,no,yes,True
53,migration,migration,othering_present,no,yes,no,yes,True
53,migration,migration,agency_present,no,yes,no,yes,True
53,migration,migration,humanitarian_present,no,no,no,no,True
53,migration,migration,security_present,no,yes,no,yes,True
53,migration,migration,policy_present,no,yes,no,yes,True
53,migration,migration,scientific_present,,,,,False
53,migration,migration,crisis_present,,,,,False
53,migration,migration,solutions_present,,,,,False
53,migration,migration,victim_present,,,,,False
53,migration,migration,skepticism_present,,,,,False
54,migration,migration,conflict_present,yes,no,yes,no,True
54,migration,migration,human_interest_present,yes,no,yes,no,True
54,migration,migration,economic_present,yes,yes,yes,yes,True
54,migration,migration,deservingness_present,yes,no,yes,no,True
54,migration,migration,responsibility_present,yes,no,yes,no,True
54,migration,migration,securitization_present,no,no,no,no,True
54,migration,migration,othering_present,yes,yes,yes,yes,True
54,migration,migration,agency_present,yes,yes,yes,yes,True
54,migration,migration,humanitarian_present,no,no,no,no,True
54,migration,migration,security_present,yes,no,yes,no,True
54,migration,migration,policy_present,yes,yes,yes,yes,True
54,migration,migration,scientific_present,,,,,False
54,migration,migration,crisis_present,,,,,False
54,migration,migration,solutions_present,,,,,False
54,migration,migration,victim_present,,,,,False
54,migration,migration,skepticism_present,,,,,False
55,migration,migration,conflict_present,yes,yes,yes,yes,True
55,migration,migration,human_interest_present,no,no,no,no,True
55,migration,migration,economic_present,yes,yes,yes,yes,True
55,migration,migration,deservingness_present,yes,yes,yes,yes,True
55,migration,migration,responsibility_present,yes,no,yes,no,True
55,migration,migration,securitization_present,no,no,no,no,True
55,migration,migration,othering_present,no,yes,no,yes,True
55,migration,migration,agency_present,yes,yes,yes,yes,True
55,migration,migration,humanitarian_present,no,no,no,no,True
55,migration,migration,security_present,no,yes,no,yes,True
55,migration,migration,policy_present,yes,yes,yes,yes,True
55,migration,migration,scientific_present,,,,,False
55,migration,migration,crisis_present,,,,,False
55,migration,migration,solutions_present,,,,,False
55,migration,migration,victim_present,,,,,False
55,migration,migration,skepticism_present,,,,,False
56,migration,migration,conflict_present,no,yes,no,yes,True
56,migration,migration,human_interest_present,no,no,no,no,True
56,migration,migration,economic_present,yes,yes,yes,yes,True
56,migration,migration,deservingness_present,no,no,no,no,True
56,migration,migration,responsibility_present,no,yes,no,yes,True
56,migration,migration,securitization_present,no,no,no,no,True
56,migration,migration,othering_present,no,yes,no,yes,True
56,migration,migration,agency_present,no,yes,no,yes,True
56,migration,migration,humanitarian_present,no,no,no,no,True
56,migration,migration,security_present,no,yes,no,yes,True
56,migration,migration,policy_present,yes,yes,yes,yes,True
56,migration,migration,scientific_present,,,,,False
56,migration,migration,crisis_present,,,,,False
56,migration,migration,solutions_present,,,,,False
56,migration,migration,victim_present,,,,,False
56,migration,migration,skepticism_present,,,,,False
58,migration,migration,conflict_present,yes,yes,yes,yes,True
58,migration,migration,human_interest_present,no,yes,no,yes,True
58,migration,migration,economic_present,yes,yes,yes,yes,True
58,migration,migration,deservingness_present,no,no,no,no,True
58,migration,migration,responsibility_present,yes,yes,yes,yes,True
58,migration,migration,securitization_present,no,no,no,no,True
58,migration,migration,othering_present,no,yes,no,yes,True
58,migration,migration,agency_present,yes,yes,yes,yes,True
58,migration,migration,humanitarian_present,no,yes,no,yes,True
58,migration,migration,security_present,no,no,no,no,True
58,migration,migration,policy_present,yes,yes,yes,yes,True
58,migration,migration,scientific_present,,,,,False
58,migration,migration,crisis_present,,,,,False
58,migration,migration,solutions_present,,,,,False
58,migration,migration,victim_present,,,,,False
58,migration,migration,skepticism_present,,,,,False
59,migration,migration,conflict_present,no,yes,no,yes,True
59,migration,migration,human_interest_present,yes,yes,yes,yes,True
59,migration,migration,economic_present,no,no,no,no,True
59,migration,migration,deservingness_present,no,no,no,no,True
59,migration,migration,responsibility_present,no,yes,no,yes,True
59,migration,migration,securitization_present,no,no,no,no,True
59,migration,migration,othering_present,no,yes,no,yes,True
59,migration,migration,agency_present,yes,yes,yes,yes,True
59,migration,migration,humanitarian_present,no,yes,no,yes,True
59,migration,migration,security_present,no,no,no,no,True
59,migration,migration,policy_present,no,yes,no,yes,True
59,migration,migration,scientific_present,,,,,False
59,migration,migration,crisis_present,,,,,False
59,migration,migration,solutions_present,,,,,False
59,migration,migration,victim_present,,,,,False
59,migration,migration,skepticism_present,,,,,False
60,migration,migration,conflict_present,yes,yes,yes,yes,True
60,migration,migration,human_interest_present,no,no,no,no,True
60,migration,migration,economic_present,yes,yes,yes,yes,True
60,migration,migration,deservingness_present,yes,yes,yes,yes,True
60,migration,migration,responsibility_present,yes,yes,yes,yes,True
60,migration,migration,securitization_present,yes,yes,yes,yes,True
60,migration,migration,othering_present,yes,yes,yes,yes,True
60,migration,migration,agency_present,yes,yes,yes,yes,True
60,migration,migration,humanitarian_present,no,no,no,no,True
60,migration,migration,security_present,yes,yes,yes,yes,True
60,migration,migration,policy_present,yes,yes,yes,yes,True
60,migration,migration,scientific_present,,,,,False
60,migration,migration,crisis_present,,,,,False
60,migration,migration,solutions_present,,,,,False
60,migration,migration,victim_present,,,,,False
60,migration,migration,skepticism_present,,,,,False
61,migration,migration,conflict_present,no,no,no,no,True
61,migration,migration,human_interest_present,no,no,no,no,True
61,migration,migration,economic_present,yes,yes,yes,yes,True
61,migration,migration,deservingness_present,yes,yes,yes,yes,True
61,migration,migration,responsibility_present,yes,yes,yes,yes,True
61,migration,migration,securitization_present,no,no,no,no,True
61,migration,migration,othering_present,no,yes,no,yes,True
61,migration,migration,agency_present,yes,yes,yes,yes,True
61,migration,migration,humanitarian_present,no,no,no,no,True
61,migration,migration,security_present,no,no,no,no,True
61,migration,migration,policy_present,yes,yes,yes,yes,True
61,migration,migration,scientific_present,,,,,False
61,migration,migration,crisis_present,,,,,False
61,migration,migration,solutions_present,,,,,False
61,migration,migration,victim_present,,,,,False
61,migration,migration,skepticism_present,,,,,False
62,migration,migration,conflict_present,yes,yes,yes,yes,True
62,migration,migration,human_interest_present,no,no,no,no,True
62,migration,migration,economic_present,yes,yes,yes,yes,True
62,migration,migration,deservingness_present,yes,no,yes,no,True
62,migration,migration,responsibility_present,yes,yes,yes,yes,True
62,migration,migration,securitization_present,yes,yes,yes,yes,True
62,migration,migration,othering_present,yes,yes,yes,yes,True
62,migration,migration,agency_present,yes,yes,yes,yes,True
62,migration,migration,humanitarian_present,no,no,no,no,True
62,migration,migration,security_present,yes,yes,yes,yes,True
62,migration,migration,policy_present,yes,yes,yes,yes,True
62,migration,migration,scientific_present,,,,,False
62,migration,migration,crisis_present,,,,,False
62,migration,migration,solutions_present,,,,,False
62,migration,migration,victim_present,,,,,False
62,migration,migration,skepticism_present,,,,,False
63,migration,migration,conflict_present,yes,yes,yes,yes,True
63,migration,migration,human_interest_present,yes,yes,yes,yes,True
63,migration,migration,economic_present,no,no,no,no,True
63,migration,migration,deservingness_present,yes,no,yes,no,True
63,migration,migration,responsibility_present,yes,yes,yes,yes,True
63,migration,migration,securitization_present,no,yes,no,yes,True
63,migration,migration,othering_present,no,no,no,no,True
63,migration,migration,agency_present,no,yes,no,yes,True
63,migration,migration,humanitarian_present,yes,yes,yes,yes,True
63,migration,migration,security_present,no,yes,no,yes,True
63,migration,migration,policy_present,yes,yes,yes,yes,True
63,migration,migration,scientific_present,,,,,False
63,migration,migration,crisis_present,,,,,False
63,migration,migration,solutions_present,,,,,False
63,migration,migration,victim_present,,,,,False
63,migration,migration,skepticism_present,,,,,False
64,migration,migration,conflict_present,yes,yes,yes,yes,True
64,migration,migration,human_interest_present,no,no,no,no,True
64,migration,migration,economic_present,no,no,no,no,True
64,migration,migration,deservingness_present,no,no,no,no,True
64,migration,migration,responsibility_present,yes,yes,yes,yes,True
64,migration,migration,securitization_present,no,no,no,no,True
64,migration,migration,othering_present,yes,yes,yes,yes,True
64,migration,migration,agency_present,yes,yes,yes,yes,True
64,migration,migration,humanitarian_present,no,yes,no,yes,True
64,migration,migration,security_present,no,no,no,no,True
64,migration,migration,policy_present,no,no,no,no,True
64,migration,migration,scientific_present,,,,,False
64,migration,migration,crisis_present,,,,,False
64,migration,migration,solutions_present,,,,,False
64,migration,migration,victim_present,,,,,False
64,migration,migration,skepticism_present,,,,,False
65,migration,migration,conflict_present,yes,yes,yes,yes,True
65,migration,migration,human_interest_present,no,yes,no,yes,True
65,migration,migration,economic_present,no,no,no,no,True
65,migration,migration,deservingness_present,yes,yes,yes,yes,True
65,migration,migration,responsibility_present,yes,yes,yes,yes,True
65,migration,migration,securitization_present,no,no,no,no,True
65,migration,migration,othering_present,no,yes,no,yes,True
65,migration,migration,agency_present,yes,yes,yes,yes,True
65,migration,migration,humanitarian_present,yes,yes,yes,yes,True
65,migration,migration,security_present,no,no,no,no,True
65,migration,migration,policy_present,yes,yes,yes,yes,True
65,migration,migration,scientific_present,,,,,False
65,migration,migration,crisis_present,,,,,False
65,migration,migration,solutions_present,,,,,False
65,migration,migration,victim_present,,,,,False
65,migration,migration,skepticism_present,,,,,False
66,migration,migration,conflict_present,no,no,no,no,True
66,migration,migration,human_interest_present,no,yes,no,yes,True
66,migration,migration,economic_present,no,no,no,no,True
66,migration,migration,deservingness_present,no,no,no,no,True
66,migration,migration,responsibility_present,yes,yes,yes,yes,True
66,migration,migration,securitization_present,no,no,no,no,True
66,migration,migration,othering_present,no,yes,no,yes,True
66,migration,migration,agency_present,yes,yes,yes,yes,True
66,migration,migration,humanitarian_present,no,no,no,no,True
66,migration,migration,security_present,no,no,no,no,True
66,migration,migration,policy_present,yes,yes,yes,yes,True
66,migration,migration,scientific_present,,,,,False
66,migration,migration,crisis_present,,,,,False
66,migration,migration,solutions_present,,,,,False
66,migration,migration,victim_present,,,,,False
66,migration,migration,skepticism_present,,,,,False
67,migration,migration,conflict_present,yes,yes,yes,yes,True
67,migration,migration,human_interest_present,no,no,no,no,True
67,migration,migration,economic_present,no,no,no,no,True
67,migration,migration,deservingness_present,yes,no,yes,no,True
67,migration,migration,responsibility_present,yes,yes,yes,yes,True
67,migration,migration,securitization_present,no,no,no,no,True
67,migration,migration,othering_present,no,yes,no,yes,True
67,migration,migration,agency_present,yes,yes,yes,yes,True
67,migration,migration,humanitarian_present,no,yes,no,yes,True
67,migration,migration,security_present,no,no,no,no,True
67,migration,migration,policy_present,yes,yes,yes,yes,True
67,migration,migration,scientific_present,,,,,False
67,migration,migration,crisis_present,,,,,False
67,migration,migration,solutions_present,,,,,False
67,migration,migration,victim_present,,,,,False
67,migration,migration,skepticism_present,,,,,False
68,migration,migration,conflict_present,yes,yes,yes,yes,True
68,migration,migration,human_interest_present,no,yes,no,yes,True
68,migration,migration,economic_present,no,yes,no,yes,True
68,migration,migration,deservingness_present,no,no,no,no,True
68,migration,migration,responsibility_present,yes,yes,yes,yes,True
68,migration,migration,securitization_present,no,no,no,no,True
68,migration,migration,othering_present,no,yes,no,yes,True
68,migration,migration,agency_present,yes,yes,yes,yes,True
68,migration,migration,humanitarian_present,no,no,no,no,True
68,migration,migration,security_present,no,no,no,no,True
68,migration,migration,policy_present,yes,yes,yes,yes,True
68,migration,migration,scientific_present,,,,,False
68,migration,migration,crisis_present,,,,,False
68,migration,migration,solutions_present,,,,,False
68,migration,migration,victim_present,,,,,False
68,migration,migration,skepticism_present,,,,,False
69,migration,migration,conflict_present,no,yes,no,yes,True
69,migration,migration,human_interest_present,no,no,no,no,True
69,migration,migration,economic_present,yes,yes,yes,yes,True
69,migration,migration,deservingness_present,no,no,no,no,True
69,migration,migration,responsibility_present,yes,yes,yes,yes,True
69,migration,migration,securitization_present,no,no,no,no,True
69,migration,migration,othering_present,no,yes,no,yes,True
69,migration,migration,agency_present,yes,yes,yes,yes,True
69,migration,migration,humanitarian_present,no,no,no,no,True
69,migration,migration,security_present,no,no,no,no,True
69,migration,migration,policy_present,yes,yes,yes,yes,True
69,migration,migration,scientific_present,,,,,False
69,migration,migration,crisis_present,,,,,False
69,migration,migration,solutions_present,,,,,False
69,migration,migration,victim_present,,,,,False
69,migration,migration,skepticism_present,,,,,False
70,migration,migration,conflict_present,yes,yes,yes,yes,True
70,migration,migration,human_interest_present,no,no,no,no,True
70,migration,migration,economic_present,no,no,no,no,True
70,migration,migration,deservingness_present,no,yes,no,yes,True
70,migration,migration,responsibility_present,no,yes,no,yes,True
70,migration,migration,securitization_present,no,no,no,no,True
70,migration,migration,othering_present,yes,yes,yes,yes,True
70,migration,migration,agency_present,yes,yes,yes,yes,True
70,migration,migration,humanitarian_present,no,no,no,no,True
70,migration,migration,security_present,no,yes,no,yes,True
70,migration,migration,policy_present,no,yes,no,yes,True
70,migration,migration,scientific_present,,,,,False
70,migration,migration,crisis_present,,,,,False
70,migration,migration,solutions_present,,,,,False
70,migration,migration,victim_present,,,,,False
70,migration,migration,skepticism_present,,,,,False
71,migration,migration,conflict_present,no,no,no,no,True
